4E250/19|Saint-Pardoux-les-Cards|1891 - 1902|Mariages|65|https://archives.creuse.fr/_recherche-images/download/11121/image/102000/0/full/max/0/default.jpg
4E250/20|Saint-Pardoux-les-Cards|1891 - 1902|Décès|61|https://archives.creuse.fr/_recherche-images/download/11122/image/102001/0/full/max/0/default.jpg
4E257/16|Saint-Priest|1891 - 1902|Naissances|52|https://archives.creuse.fr/_recherche-images/download/11243/image/102224/0/full/max/0/default.jpg
4E257/17|Saint-Priest|1891 - 1902|Mariages|47|https://archives.creuse.fr/_recherche-images/download/11244/image/102225/0/full/max/0/default.jpg
4E257/18|Saint-Priest|1891 - 1902|Décès|44|https://archives.creuse.fr/_recherche-images/download/11245/image/102226/0/full/max/0/default.jpg
4E266/17|Saint-Silvain-Bellegarde|1891 - 1902|Naissances|64|https://archives.creuse.fr/_recherche-images/download/11370/image/102566/0/full/max/0/default.jpg
4E266/18|Saint-Silvain-Bellegarde|1891 - 1902|Mariages|65|https://archives.creuse.fr/_recherche-images/download/11371/image/102567/0/full/max/0/default.jpg
4E266/19|Saint-Silvain-Bellegarde|1891 - 1902|Décès|61|https://archives.creuse.fr/_recherche-images/download/11372/image/102568/0/full/max/0/default.jpg
4E272/18|Saint-Sulpice-les-Champs|1891 - 1902|Naissances|56|https://archives.creuse.fr/_recherche-images/download/11466/image/102772/0/full/max/0/default.jpg
4E272/19|Saint-Sulpice-les-Champs|1891 - 1902|Mariages|63|https://archives.creuse.fr/_recherche-images/download/11467/image/102773/0/full/max/0/default.jpg
4E272/20|Saint-Sulpice-les-Champs|1891 - 1902|Décès|57|https://archives.creuse.fr/_recherche-images/download/11468/image/102774/0/full/max/0/default.jpg
4E278/26|Sannat|1891 - 1902|Naissances|62|https://archives.creuse.fr/_recherche-images/download/11585/image/100728/0/full/max/0/default.jpg
4E278/27|Sannat|1891 - 1902|Mariages|81|https://archives.creuse.fr/_recherche-images/download/11586/image/100729/0/full/max/0/default.jpg
4E278/28|Sannat|1891 - 1902|Décès|65|https://archives.creuse.fr/_recherche-images/download/11587/image/100730/0/full/max/0/default.jpg
4E282/17|Sermur|1891 - 1902|Naissances|46|https://archives.creuse.fr/_recherche-images/download/11663/image/100912/0/full/max/0/default.jpg
4E282/18|Sermur|1891 - 1902|Mariages|41|https://archives.creuse.fr/_recherche-images/download/11664/image/100913/0/full/max/0/default.jpg
4E282/19|Sermur|1891 - 1902|Décès|45|https://archives.creuse.fr/_recherche-images/download/11665/image/100914/0/full/max/0/default.jpg
4E283/16|La Serre-Bussière-Vieille|1891 - 1902|Naissances|41|https://archives.creuse.fr/_recherche-images/download/11681/image/100930/0/full/max/0/default.jpg
4E283/17|La Serre-Bussière-Vieille|1891 - 1902|Mariages|47|https://archives.creuse.fr/_recherche-images/download/11682/image/100931/0/full/max/0/default.jpg
4E283/18|La Serre-Bussière-Vieille|1891 - 1902|Décès|39|https://archives.creuse.fr/_recherche-images/download/11683/image/100932/0/full/max/0/default.jpg
4E286/14|Sous-Parsat|1891 - 1902|Naissances|37|https://archives.creuse.fr/_recherche-images/download/11732/image/101037/0/full/max/0/default.jpg
4E286/15|Sous-Parsat|1891 - 1902|Mariages|41|https://archives.creuse.fr/_recherche-images/download/11733/image/101038/0/full/max/0/default.jpg
4E286/16|Sous-Parsat|1891 - 1902|Décès|39|https://archives.creuse.fr/_recherche-images/download/11734/image/101039/0/full/max/0/default.jpg
4E295/14|Le Trucq|1891 - 1902|Naissances|28|https://archives.creuse.fr/_recherche-images/download/11872/image/101385/0/full/max/0/default.jpg
4E295/15|Le Trucq|1891 - 1902|Mariages|26|https://archives.creuse.fr/_recherche-images/download/11873/image/101386/0/full/max/0/default.jpg
4E295/16|Le Trucq|1891 - 1902|Décès|27|https://archives.creuse.fr/_recherche-images/download/11874/image/101387/0/full/max/0/default.jpg
4E296/28|Vallière|1891 - 1900|Naissances|113|https://archives.creuse.fr/_recherche-images/download/11902/image/101473/0/full/max/0/default.jpg
4E296/29|Vallière|1891 - 1900|Mariages|106|https://archives.creuse.fr/_recherche-images/download/11903/image/101474/0/full/max/0/default.jpg
4E296/30|Vallière|1891 - 1900|Décès|105|https://archives.creuse.fr/_recherche-images/download/11904/image/101475/0/full/max/0/default.jpg
4E305/14|La Villedieu|1891 - 1902|Naissances|34|https://archives.creuse.fr/_recherche-images/download/12015/image/101638/0/full/max/0/default.jpg
4E305/15|La Villedieu|1891 - 1902|Mariages|29|https://archives.creuse.fr/_recherche-images/download/12016/image/101639/0/full/max/0/default.jpg
4E305/16|La Villedieu|1891 - 1902|Décès|30|https://archives.creuse.fr/_recherche-images/download/12017/image/101640/0/full/max/0/default.jpg
4E242/21|Saint-Médard|1891 - 1902|Naissances|77|https://archives.creuse.fr/_recherche-images/download/12056/image/101783/0/full/max/0/default.jpg
4E251/15-17|Saint-Pardoux-le-Neuf|1891 - 1902|Naissances, Mariages, Décès|100|https://archives.creuse.fr/_recherche-images/download/12057/image/101784/0/full/max/0/default.jpg
4E89/29|Dontreix|1891 - 1900|Mariages|95|https://archives.creuse.fr/_recherche-images/download/16509/image/103385/0/full/max/0/default.jpg
4E240/23|Saint-Maurice-la-Souterraine|1892 - 1902|Naissances|124|https://archives.creuse.fr/_recherche-images/download/10923/image/101546/0/full/max/0/default.jpg
4E240/24|Saint-Maurice-la-Souterraine|1892 - 1902|Mariages|109|https://archives.creuse.fr/_recherche-images/download/10924/image/101547/0/full/max/0/default.jpg
4E1/24|Ahun|1893 - 1902|Naissances, Table décennale|111|https://archives.creuse.fr/_recherche-images/download/6765/image/96776/0/full/max/0/default.jpg
4E1/25|Ahun|1893 - 1902|Mariages|84|https://archives.creuse.fr/_recherche-images/download/6766/image/96777/0/full/max/0/default.jpg
4E1/26|Ahun|1893 - 1896|Décès|46|https://archives.creuse.fr/_recherche-images/download/6767/image/96778/0/full/max/0/default.jpg
4E2/22|Ajain|1893 - 1902|Naissances, Table décennale|99|https://archives.creuse.fr/_recherche-images/download/6790/image/96801/0/full/max/0/default.jpg
4E2/23|Ajain|1893 - 1902|Mariages, Décès|170|https://archives.creuse.fr/_recherche-images/download/6791/image/96802/0/full/max/0/default.jpg
4E4/19|Anzême|1893 - 1902|Naissances, Table décennale|88|https://archives.creuse.fr/_recherche-images/download/6829/image/96840/0/full/max/0/default.jpg
4E4/20|Anzême|1893 - 1902|Mariages, Décès|134|https://archives.creuse.fr/_recherche-images/download/6830/image/96841/0/full/max/0/default.jpg
4E6/19|Arrènes|1893 - 1902|Naissances|63|https://archives.creuse.fr/_recherche-images/download/6868/image/96883/0/full/max/0/default.jpg
4E6/20|Arrènes|1893 - 1902|Mariages|61|https://archives.creuse.fr/_recherche-images/download/6869/image/96884/0/full/max/0/default.jpg
4E6/21|Arrènes|1893 - 1902|Décès|54|https://archives.creuse.fr/_recherche-images/download/6870/image/96885/0/full/max/0/default.jpg
4E9/12|Auge|1893 - 1902|Naissances, Mariages, Décès|149|https://archives.creuse.fr/_recherche-images/download/6978/image/96993/0/full/max/0/default.jpg
4E10/17|Augères|1893 - 1902|Naissances|40|https://archives.creuse.fr/_recherche-images/download/6996/image/97011/0/full/max/0/default.jpg
4E10/18|Augères|1893 - 1902|Mariages|39|https://archives.creuse.fr/_recherche-images/download/6997/image/97012/0/full/max/0/default.jpg
